Feature ID	Taxon	Confidence
f3738f0d279ea9f9e5d765b6ebaca58c	D_0__Bacteria;D_1__Fusobacteria;D_2__Fusobacteriia;D_3__Fusobacteriales;D_4__Leptotrichiaceae;D_5__Leptotrichia;D_6__uncultured bacterium	0.9975368647995391
5b2113725900595d46970b18324a612c	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Family XI;D_5__uncultured;D_6__uncultured bacterium	0.9993640779852597
8de7619b22b8d82dbbd640654f8f2b72	D_0__Bacteria;D_1__Gemmatimonadetes;D_2__Gemmatimonadetes;D_3__Gemmatimonadales;D_4__Gemmatimonadaceae;D_5__Gemmatimonas;D_6__uncultured bacterium	0.9500955483372661
d929b990bce72df36881c89a2f700f96	D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Pseudonocardiales;D_4__Pseudonocardiaceae;D_5__Pseudonocardia;D_6__uncultured bacterium	0.9728503599574486
efea37a2a6357e0f7366f5a9d993a7a0	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Christensenellaceae;D_5__Christensenellaceae R-7 group	0.9969998275841565
7d1ed9b249fa14be53d83292eb4d5365	D_0__Bacteria;D_1__Gemmatimonadetes;D_2__Gemmatimonadetes;D_3__Gemmatimonadales;D_4__Gemmatimonadaceae;D_5__uncultured	0.9897649597816189
134875c73fc5ab0b4e8356e5a2b38cdc	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae;D_5__Gemmobacter;D_6__uncultured bacterium	0.9363834845302972
a1de7966b589eb39a721b2e408f7682d	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Rhodocyclaceae;D_5__Sulfuritalea	0.9998585452473676
0cc8216e687d36da4c28dd3d613b696d	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Labraceae;D_5__Labrys;D_6__metagenome	0.9868059862627161
30797a8d7cf98d193750408ec8f7c4ad	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Ruminococcaceae	0.9999743760060563
00ea5b77104c5b23aea883fc4eb37325	D_0__Bacteria;D_1__Chloroflexi;D_2__JG30-KF-CM66;D_3__uncultured Chloroflexi bacterium;D_4__uncultured Chloroflexi bacterium;D_5__uncultured Chloroflexi bacterium;D_6__uncultured Chloroflexi bacterium	0.9740391036649403
9c0f57041a76403841e9ab12afc96e42	D_0__Archaea;D_1__Euryarchaeota;D_2__Methanobacteria;D_3__Methanobacteriales;D_4__Methanobacteriaceae;D_5__Methanosphaera	0.9999999999435261
b1a973876d1e7343342ff8c462773dfb	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Sphingobacteriales	0.8958995072705367
14050af9be5f648c1d0ab5e647458075	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Pseudomonadales;D_4__Moraxellaceae;D_5__Enhydrobacter;D_6__uncultured bacterium	0.9919977171449263
d5007fb2e4f12bf0b287901aee64c94a	D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Micrococcales;D_4__Microbacteriaceae;D_5__Agromyces;D_6__uncultured bacterium	0.9932164262038727
4852f28b2e0c64585d12562c1cfd2616	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Xanthomonadales;D_4__Rhodanobacteraceae;D_5__uncultured;D_6__uncultured bacterium	0.8674819787418586
7f49a6841a4c09750e7d087db73abd18	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Beijerinckiaceae;D_5__Methylobacterium;D_6__Methylobacterium radiotolerans	0.8204541886907653
1bd6724a44bdccf515214a226ce8e7ad	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Prevotellaceae;D_5__Prevotella 7;D_6__uncultured bacterium	0.9980198411144144
d3e5643d6a102cc0a2d2abcadf990aac	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Ruminococcaceae;D_5__uncultured;D_6__uncultured bacterium	0.8239969268424265
a67222264658d820a396a347a54a2986	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Burkholderiaceae;D_5__Massilia	0.9992802457273254
e38fc4f4b8d2ae5f0e0c9f91c72d9ed8	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Burkholderiaceae;D_5__Castellaniella;D_6__uncultured bacterium	0.7304751958199501
b9d285245c1d4899f2f703cd4b7fda34	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Burkholderiaceae	0.9999952850045535
6f7663d48f1ce14397789125e3c07161	D_0__Bacteria;D_1__Cyanobacteria;D_2__Sericytochromatia;D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium	0.9999648919692469
6befdbf303faac5b0be8fc9d7559d6ef	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Pseudomonadales;D_4__Pseudomonadaceae;D_5__Pseudomonas	0.9985280509382579
d7345874a3d351a6572843ab2fd70756	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Ruminococcaceae;D_5__Ruminococcaceae UCG-005;D_6__uncultured bacterium	0.8553989391698968
87617d33df8fe01e2eedb4c106646044	D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast;D_4__Picea glauca (white spruce);D_5__Picea glauca (white spruce);D_6__Picea glauca (white spruce)	0.7790571712437202
06cbeb37671a179965c7f2037d089367	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Family XI;D_5__Parvimonas;D_6__uncultured bacterium	0.9345395006234335
55d5f935815e2d4ead7853630f48c2e1	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Burkholderiaceae;D_5__Lautropia	0.849989180400713
cba89513657c95bdd32b5879f645e87e	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Myxococcales;D_4__Polyangiaceae;D_5__Pajaroellobacter	0.8057176303566028
91a780260d09d13bbbbe2f8237412fd3	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Prevotellaceae;D_5__Prevotellaceae UCG-003;D_6__uncultured rumen bacterium	0.9601790768084558
433a7c72dfc1fb182d5f270198f0c65a	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae	0.9999362065952128
2fe4216748ab3e4b499f88f0f69a7196	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Christensenellaceae;D_5__uncultured;D_6__uncultured bacterium	0.7640731113665286
a603024d4f791a01967b60e0db4f94aa	D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Chthoniobacterales;D_4__Chthoniobacteraceae;D_5__LD29;D_6__uncultured bacterium	0.9712529349268059
63396fe7b91a891979186b053dbad406	D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Micrococcales;D_4__Microbacteriaceae;D_5__Agromyces;D_6__uncultured bacterium	0.9710322842930311
e2c83028f83a807b70a4e1be12a302b7	D_0__Bacteria;D_1__Gemmatimonadetes;D_2__Gemmatimonadetes;D_3__Gemmatimonadales;D_4__Gemmatimonadaceae;D_5__uncultured	0.9999682510352719
0c628e929624e0ed4465a08c3ce61e1d	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Sphingomonadales;D_4__Sphingomonadaceae;D_5__Qipengyuania;D_6__uncultured bacterium	0.935592805383299
c7ed62fae79ecf89bea2646bfc685683	D_0__Bacteria;D_1__Actinobacteria;D_2__Thermoleophilia;D_3__Solirubrobacterales;D_4__Solirubrobacteraceae;D_5__Solirubrobacter;D_6__uncultured bacterium	0.9979260306737747
22d0923558f951d2f03e7c4c6f1d4b9c	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Ruminococcaceae;D_5__Ruminococcaceae UCG-010;D_6__uncultured bacterium	0.7713035180242025
77dd9737ae13ef912f4fff33de02072f	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Ruminococcaceae;D_5__Ruminococcaceae UCG-002;D_6__uncultured bacterium	0.8101111575995997
25489cf976940a37beb21429242fe796	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Myxococcales;D_4__Sandaracinaceae;D_5__uncultured;D_6__uncultured bacterium	0.9104084550965743
670ae397a466c0b2ebfcdac42c1f3f35	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Sphingobacteriales;D_4__Sphingobacteriaceae;D_5__Sphingobacterium;D_6__uncultured bacterium	0.9983615165620283
ab4de9bcdab79060860a97dcd787a282	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Pseudomonadales;D_4__Pseudomonadaceae;D_5__Pseudomonas	0.999269240380051
d14e392b54abd8dd1523286fa09115c0	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Enterococcaceae;D_5__Enterococcus;D_6__uncultured bacterium	0.8446607965023143
476bde354947be928e5d522d5f139d36	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rickettsiales;D_4__Mitochondria;D_5__Zasmidium cellare;D_6__Zasmidium cellare	0.8913214907189548
9d3888581f4ea792032546e23cb4b1a1	D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Micrococcales;D_4__Microbacteriaceae;D_5__Microbacterium	0.9157450168205501
eb3354ccaa6eb320d24af4a64f990479	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae	0.9999843693131606
f38be2a7f8c1d83ca509a3a5eb8d341a	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Dysgonomonadaceae;D_5__Dysgonomonas;D_6__uncultured bacterium	0.7999795983028309
d0fdee75b89897a6dd63cfb2763f2253	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Pseudomonadales;D_4__Moraxellaceae;D_5__Acinetobacter	0.9999998690677825
83ecb73394979cbb52cd80cdca933b3a	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Burkholderiaceae;D_5__Parapusillimonas;D_6__uncultured bacterium	0.9887478961085664
d8cf15fe8404724808941ae57a4e4f4d	D_0__Bacteria;D_1__Firmicutes;D_2__Erysipelotrichia;D_3__Erysipelotrichales;D_4__Erysipelotrichaceae;D_5__Erysipelothrix;D_6__uncultured bacterium	0.9939972708773499
6aa4f96718f4e44a0c508f18694e3392	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Burkholderiaceae;D_5__Hydrogenophaga;D_6__uncultured bacterium	0.7863621865919204
b40f51a61118af37b8ea359e178fb641	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae;D_5__Rubellimicrobium;D_6__uncultured bacterium	0.9999956691451207
a5b5fa3deb27ce8003798b4be9f8590b	D_0__Bacteria	0.7716570745949652
e760044e274c25959378f8cf5c2a7fbe	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Weeksellaceae;D_5__Chryseobacterium;D_6__uncultured Chryseobacterium sp.	0.86465639531887
6fd8a797c3e79bae480eeb6d503281a3	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Burkholderiaceae	0.9999916487310112
a1a106fdf5b41ed0cc40cb34a615d03b	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Bacteroidales RF16 group;D_5__uncultured bacterium;D_6__uncultured bacterium	0.9777921375637104
56ef7fbed42d5712a2fbf5ab6b08cbc5	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Pseudomonadales;D_4__Moraxellaceae;D_5__Acinetobacter	0.9999740657829445
43e622894630ec2eda4f06d5a01026c9	D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Actinomycetales;D_4__Actinomycetaceae;D_5__F0332;D_6__uncultured bacterium	0.9999998807179153
c87e3a162b04a99f384edcda39c68cc1	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Prevotellaceae;D_5__Prevotella 6;D_6__uncultured bacterium	0.9999577500466037
86dcc8c1e1a1d7b607557b50276a3569	D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast	0.9999808147479299
91616b7a0ec5e2a7ad84207d9c7f2aee	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Dysgonomonadaceae	0.9995752672138979
558062fb42c384dbd97b13cb3418fda9	D_0__Bacteria;D_1__BRC1;D_2__uncultured bacterium;D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium	0.9975219324615795
a652dd5ac641f90aa6d07b054b9906bd	D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Micrococcales;D_4__Microbacteriaceae;D_5__Leucobacter;D_6__uncultured bacterium	0.9905017305511553
0000af730f80432cf0ea95966dcee9c6	D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 6;D_3__metagenome;D_4__metagenome;D_5__metagenome;D_6__metagenome	0.7717881396645732
8a8380f5fd738a5315aa8251c47f17a0	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Halomonadaceae;D_5__Halomonas	0.7571910921507785
73f536b8e4bbf0a68f0196e3fbc4d39f	D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__Microtrichales;D_4__uncultured;D_5__uncultured Actinomycetales bacterium;D_6__uncultured Actinomycetales bacterium	0.8813324150770756
745abd47b3c8098caa646693eff5c547	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Ruminococcaceae;D_5__Ruminococcaceae UCG-014;D_6__uncultured rumen bacterium	0.858792473814932
f34c4b3aea932a300190bd954b0aa5eb	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Sphingomonadales;D_4__Sphingomonadaceae;D_5__Novosphingobium;D_6__uncultured bacterium	0.7302067295842939
a71e5674f7c15f1110bce63ded713451	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Ruminococcaceae;D_5__Ruminococcaceae UCG-010;D_6__uncultured rumen bacterium	0.744204911568071
78d1e09e476cc98a2f7580719954ee63	D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Micrococcales;D_4__Cellulomonadaceae	0.7294836409633412
5ea0bb841774f5eca51f83bc53458d5b	D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Planctomycetales;D_4__Rubinisphaeraceae;D_5__SH-PL14;D_6__uncultured bacterium	0.9921111356734664
faf6dc67a230c7a2fe475c0437c4fffb	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Ruminococcaceae;D_5__Ruminococcaceae UCG-010	0.9999998983901196
8ef389c8841daac71d2f27d00c14875f	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Pseudomonadales;D_4__Moraxellaceae;D_5__Acinetobacter	0.9999986838417791
b316f6b59e55dae684ae1be8c9d6ea1f	D_0__Bacteria;D_1__Chloroflexi;D_2__KD4-96;D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium	0.719330617462885
91e2e2b8d4512ab47063404e1b8df6d1	D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Glycomycetales;D_4__Glycomycetaceae;D_5__Glycomyces;D_6__uncultured bacterium	0.9999219482176782
04a86875193c557bacfe806c3b0fce4d	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Chitinophagaceae;D_5__Taibaiella;D_6__uncultured bacterium	0.9999991727448798
715be634bca1e7c7d13baa36cd857fcf	D_0__Bacteria;D_1__Gemmatimonadetes;D_2__Gemmatimonadetes;D_3__Gemmatimonadales;D_4__Gemmatimonadaceae;D_5__Gemmatimonas	0.8991978984246272
3d4ab30fa2fbf7fdcce53f62fa90efd9	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Ruminococcaceae;D_5__[Eubacterium] coprostanoligenes group;D_6__uncultured bacterium	0.9718115489583812
801228a8e7254fcb3e8f4e633e6251a1	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Burkholderiaceae	0.9999996386628582
faf44d2507d4ad975efa9f4074b0e87a	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Sphingomonadales;D_4__Sphingomonadaceae;D_5__Novosphingobium	0.9988688708497993
4bc35b03a57b26c0bc5b568a8c8aefa1	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Oligoflexales;D_4__Oligoflexaceae;D_5__Oligoflexus;D_6__uncultured bacterium	0.9919215501298546
6f57846ff401a2283d3f4aae5f7194e5	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Paenibacillaceae;D_5__Paenibacillus	0.9945546945978192
36ec47fb59c59cf417f04419b5dd3bb0	D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__Microtrichales;D_4__uncultured	0.9983099202542618
e715956f56f0d178f68f0a0a8c40a41c	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Dysgonomonadaceae;D_5__uncultured;D_6__uncultured bacterium	0.9999479833179507
1deddbfb611b95ce753e732f3152e6fd	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Sphingobacteriales;D_4__Sphingobacteriaceae;D_5__Sphingobacterium;D_6__uncultured bacterium	0.7568496979336424
2bb2dc60b6163991b09492b9af8b0a1b	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Christensenellaceae;D_5__Christensenellaceae R-7 group	0.9897651072813116
7b76e212afcf513efc762d5fd0a5f6e3	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Family XIII;D_5__Family XIII AD3011 group;D_6__uncultured rumen bacterium	0.9719367034959953
0103fbe064283997f241c095a8d73fb8	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales	0.9245554849668706
1071133db2029fece5fc1e939fcf7f2e	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae;D_5__Rubellimicrobium;D_6__uncultured bacterium	0.999962771696472
937ebf07854af07c3916489a7f2f75ee	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Xanthomonadales;D_4__Xanthomonadaceae;D_5__Luteimonas;D_6__uncultured bacterium	0.7624045342251548
c7fda73b531f0f4b853f936da127271b	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__EV818SWSAP88;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium	0.9179755874660285
9981dbd1f0af722df94229b2a4229268	D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Propionibacteriales;D_4__Nocardioidaceae;D_5__Nocardioides	0.9470029526811146
88e6f6c0ca881d120601490019456e92	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Sphingobacteriales;D_4__Sphingobacteriaceae;D_5__Pedobacter;D_6__uncultured Pedobacter sp.	0.7376386012768565
bc851fe78f818f046c99c508ce656cb2	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Staphylococcaceae;D_5__Staphylococcus	0.9999997096690196
294ea5cb447d2d5258cc251c3dcf9c16	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Xanthomonadales;D_4__Xanthomonadaceae;D_5__Stenotrophomonas;D_6__uncultured bacterium	0.9676582334750399
3d74cee62591d7b366589c6126b76a6e	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Acetobacterales;D_4__Acetobacteraceae;D_5__Roseomonas;D_6__uncultured bacterium	0.9902099019448182
1436e2f4f9b3d8cd8ba8dc3f51d84fe2	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Rikenellaceae;D_5__Rikenellaceae RC9 gut group	0.9999920146567265
d443499a986017c16c10acce1474d06f	D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Propionibacteriales;D_4__Nocardioidaceae;D_5__Aeromicrobium;D_6__uncultured bacterium	0.9999483630569859
e106559d81f1cf99cf89dda4f3fe735f	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Lactobacillaceae;D_5__Lactobacillus	0.999995102572202
44b3df4418224b606425700ed227b861	D_0__Bacteria;D_1__Planctomycetes;D_2__Phycisphaerae;D_3__Pla1 lineage;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium	0.9999962250263705
580a0568e033ca0570b439d206d3a4a0	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Weeksellaceae;D_5__Moheibacter;D_6__uncultured bacterium	0.9999286993386712
97cded0b75d48ee19105f25266d281f4	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Burkholderiaceae	0.9999982467537842
